category,amount,frequency_deviation,day_of_month,is_weekend,is_anomaly,note
health,4297.54,1.76,10,0,0,Normal transaction in health
transport,27853.45,4.46,14,1,1,Unusual high spike in transport
health,5854.45,0.96,15,0,0,Normal transaction in health
food,22634.78,6.36,1,0,1,Unusual high spike in food
health,5071.83,0.64,17,1,0,Normal transaction in health
transport,1497.81,1.15,17,0,0,Normal transaction in transport
transport,3903.42,1.08,19,1,0,Normal transaction in transport
shopping,7773.97,0.3,25,0,0,Normal transaction in shopping
rent,23732.18,0.7,24,1,0,Normal transaction in rent
food,1962.19,0.77,20,0,0,Normal transaction in food
entertainment,1921.72,0.77,26,0,0,Normal transaction in entertainment
entertainment,1516.38,0.37,23,1,0,Normal transaction in entertainment
health,241.67,0.45,13,1,0,Normal transaction in health
other,1946.13,0.56,17,1,0,Normal transaction in other
shopping,1075.85,0.52,7,1,0,Normal transaction in shopping
shopping,6340.09,1.56,18,0,0,Normal transaction in shopping
other,3251.05,1.68,27,1,0,Normal transaction in other
food,1921.19,1.8,2,0,0,Normal transaction in food
transport,2810.38,1.19,16,1,0,Normal transaction in transport
education,13744.47,1.66,2,1,0,Normal transaction in education
transport,1706.39,0.89,10,0,0,Normal transaction in transport
food,1267.55,1.04,14,0,0,Normal transaction in food
entertainment,17190.91,3.02,26,0,1,Unusual high spike in entertainment
shopping,13319.76,0.47,8,1,0,Normal transaction in shopping
food,10854.07,6.87,24,1,1,Unusual high spike in food
shopping,11581.05,1.69,11,1,0,Normal transaction in shopping
health,2224.96,0.94,11,1,0,Normal transaction in health
health,1053.06,1.15,5,0,0,Normal transaction in health
entertainment,287.59,1.65,16,1,0,Normal transaction in entertainment
health,42517.42,3.13,15,0,1,Unusual high spike in health
other,360.27,1.19,26,1,0,Normal transaction in other
other,5630.45,1.75,15,0,0,Normal transaction in other
transport,2084.43,1.12,6,0,0,Normal transaction in transport
shopping,8614.57,1.76,1,1,0,Normal transaction in shopping
other,36415.6,6.37,2,1,1,Unusual high spike in other
food,2199.97,0.27,18,0,0,Normal transaction in food
transport,3938.36,0.33,1,1,0,Normal transaction in transport
food,2019.01,1.42,6,1,0,Normal transaction in food
entertainment,10265.58,5.5,28,0,1,Unusual high spike in entertainment
entertainment,2676.34,1.58,7,1,0,Normal transaction in entertainment
other,4015.85,0.53,21,0,0,Normal transaction in other
shopping,15652.87,1.79,20,0,0,Normal transaction in shopping
other,4748.91,0.81,4,1,0,Normal transaction in other
transport,19071.71,5.01,28,0,1,Unusual high spike in transport
other,2166.54,1.46,27,1,0,Normal transaction in other
food,692.38,1.42,27,1,0,Normal transaction in food
rent,14899.44,0.36,8,1,0,Normal transaction in rent
entertainment,631.79,1.41,26,1,0,Normal transaction in entertainment
shopping,8434.01,1.23,7,0,0,Normal transaction in shopping
shopping,84034.73,5.55,14,0,1,Unusual high spike in shopping
health,4762.02,0.99,12,1,0,Normal transaction in health
health,35074.48,4.48,5,0,1,Unusual high spike in health
rent,42920.51,1.71,9,1,0,Normal transaction in rent
food,1568.76,0.34,14,0,0,Normal transaction in food
health,2274.33,0.86,21,1,0,Normal transaction in health
education,1977.44,0.66,21,1,0,Normal transaction in education
shopping,17224.54,1.45,11,0,0,Normal transaction in shopping
food,2339.34,0.89,16,1,0,Normal transaction in food
transport,4457.57,1.15,27,0,0,Normal transaction in transport
rent,22398.67,1.18,17,1,0,Normal transaction in rent
rent,21104.51,0.98,19,0,0,Normal transaction in rent
education,16474.44,1.47,22,0,0,Normal transaction in education
shopping,1130.51,0.45,23,1,0,Normal transaction in shopping
transport,3553.95,1.55,23,0,0,Normal transaction in transport
food,3341.99,1.77,12,0,0,Normal transaction in food
transport,1316.52,0.9,17,0,0,Normal transaction in transport
shopping,7280.93,0.26,16,0,0,Normal transaction in shopping
education,23047.02,0.51,15,1,0,Normal transaction in education
education,15276.56,1.73,15,0,0,Normal transaction in education
shopping,11080.99,0.43,25,0,0,Normal transaction in shopping
education,12103.19,1.79,6,1,0,Normal transaction in education
education,4132.87,0.46,28,0,0,Normal transaction in education
food,2397.55,0.89,4,0,0,Normal transaction in food
entertainment,1519.35,0.65,9,1,0,Normal transaction in entertainment
education,10622.34,1.39,2,0,0,Normal transaction in education
education,21678.71,0.24,21,0,0,Normal transaction in education
food,604.12,1.57,12,0,0,Normal transaction in food
food,1479.37,0.98,21,0,0,Normal transaction in food
shopping,2146.84,1.49,25,0,0,Normal transaction in shopping
transport,3920.82,0.29,24,0,0,Normal transaction in transport
education,11207.93,0.76,25,1,0,Normal transaction in education
shopping,6381.05,1.35,22,1,0,Normal transaction in shopping
education,143707.42,6.49,26,1,1,Unusual high spike in education
rent,5281.36,0.49,19,1,0,Normal transaction in rent
entertainment,838.97,1.77,17,0,0,Normal transaction in entertainment
education,7947.31,1.59,3,1,0,Normal transaction in education
entertainment,13176.57,6.75,12,1,1,Unusual high spike in entertainment
other,3271.58,1.44,15,1,0,Normal transaction in other
rent,8574.18,0.66,6,0,0,Normal transaction in rent
health,28595.13,5.67,4,0,1,Unusual high spike in health
food,3072.98,1.12,1,1,0,Normal transaction in food
food,12507.77,4.16,4,0,1,Unusual high spike in food
other,3429.91,0.75,18,0,0,Normal transaction in other
other,286.41,1.46,11,1,0,Normal transaction in other
transport,3316.02,1.56,26,0,0,Normal transaction in transport
other,200.56,0.52,1,1,0,Normal transaction in other
education,15798.0,1.0,20,0,0,Normal transaction in education
food,929.22,1.22,18,1,0,Normal transaction in food
transport,1157.48,1.48,8,0,0,Normal transaction in transport
education,22130.2,1.62,18,1,0,Normal transaction in education
food,1735.8,1.0,15,0,0,Normal transaction in food
entertainment,1647.97,1.51,26,1,0,Normal transaction in entertainment
education,14496.15,0.65,5,1,0,Normal transaction in education
entertainment,1107.79,1.46,12,0,0,Normal transaction in entertainment
entertainment,862.78,1.56,18,1,0,Normal transaction in entertainment
education,22292.68,0.8,5,1,0,Normal transaction in education
food,1011.3,0.77,23,1,0,Normal transaction in food
shopping,7274.23,0.28,12,0,0,Normal transaction in shopping
other,1043.92,1.5,19,0,0,Normal transaction in other
entertainment,245.21,0.94,4,1,0,Normal transaction in entertainment
transport,3518.88,0.8,16,1,0,Normal transaction in transport
transport,1704.75,1.79,17,1,0,Normal transaction in transport
health,6114.24,1.56,6,1,0,Normal transaction in health
education,4454.5,1.14,3,0,0,Normal transaction in education
transport,3467.32,0.22,2,0,0,Normal transaction in transport
shopping,5895.67,0.76,25,1,0,Normal transaction in shopping
shopping,12037.67,1.37,17,0,0,Normal transaction in shopping
entertainment,1931.64,1.37,28,1,0,Normal transaction in entertainment
shopping,14965.79,1.76,13,0,0,Normal transaction in shopping
entertainment,1710.66,0.76,22,0,0,Normal transaction in entertainment
shopping,16599.44,1.24,21,1,0,Normal transaction in shopping
transport,2153.87,1.45,22,1,0,Normal transaction in transport
transport,4130.24,1.09,8,0,0,Normal transaction in transport
health,1223.34,0.6,26,1,0,Normal transaction in health
shopping,11102.7,1.57,14,1,0,Normal transaction in shopping
health,530.26,1.74,1,1,0,Normal transaction in health
food,776.34,1.37,20,1,0,Normal transaction in food
shopping,14343.45,0.38,27,1,0,Normal transaction in shopping
entertainment,1399.78,0.72,27,0,0,Normal transaction in entertainment
entertainment,1267.44,1.39,24,1,0,Normal transaction in entertainment
shopping,1915.25,1.67,18,1,0,Normal transaction in shopping
health,49750.79,4.78,24,1,1,Unusual high spike in health
entertainment,672.69,0.7,14,1,0,Normal transaction in entertainment
transport,1452.43,0.44,8,0,0,Normal transaction in transport
transport,1864.6,0.51,18,0,0,Normal transaction in transport
health,3399.28,1.55,16,0,0,Normal transaction in health
food,826.0,1.47,10,1,0,Normal transaction in food
food,2770.55,0.29,2,0,0,Normal transaction in food
health,1661.0,1.46,11,1,0,Normal transaction in health
food,347.36,1.04,23,1,0,Normal transaction in food
transport,2895.59,0.77,8,0,0,Normal transaction in transport
shopping,8856.26,1.08,6,0,0,Normal transaction in shopping
education,2498.54,0.81,21,0,0,Normal transaction in education
rent,26289.18,1.25,19,0,0,Normal transaction in rent
transport,3960.2,0.54,11,1,0,Normal transaction in transport
other,1819.0,0.69,21,1,0,Normal transaction in other
shopping,4385.06,0.6,2,0,0,Normal transaction in shopping
transport,2107.13,1.08,15,1,0,Normal transaction in transport
education,6304.96,0.36,9,1,0,Normal transaction in education
health,7026.18,0.69,18,1,0,Normal transaction in health
food,1665.01,0.83,3,1,0,Normal transaction in food
health,5652.06,1.05,2,1,0,Normal transaction in health
entertainment,1471.04,1.2,27,0,0,Normal transaction in entertainment
rent,41127.77,1.29,22,0,0,Normal transaction in rent
food,2763.21,0.37,25,1,0,Normal transaction in food
shopping,1928.79,1.04,24,1,0,Normal transaction in shopping
education,19061.54,0.68,18,1,0,Normal transaction in education
other,5300.5,0.73,13,0,0,Normal transaction in other
rent,18222.05,1.3,1,1,0,Normal transaction in rent
entertainment,2188.95,1.55,10,1,0,Normal transaction in entertainment
entertainment,1586.96,0.4,8,0,0,Normal transaction in entertainment
entertainment,2302.78,0.88,27,0,0,Normal transaction in entertainment
rent,19926.28,1.65,7,1,0,Normal transaction in rent
rent,44501.0,1.31,12,0,0,Normal transaction in rent
shopping,15169.62,0.98,22,1,0,Normal transaction in shopping
other,1853.87,1.66,14,1,0,Normal transaction in other
shopping,11078.11,1.36,1,0,0,Normal transaction in shopping
shopping,953.72,0.83,8,0,0,Normal transaction in shopping
other,2852.83,0.38,5,0,0,Normal transaction in other
food,1080.81,0.65,4,1,0,Normal transaction in food
education,19871.12,0.27,26,1,0,Normal transaction in education
transport,3248.37,1.54,26,1,0,Normal transaction in transport
entertainment,999.7,0.98,13,0,0,Normal transaction in entertainment
health,1604.15,0.43,16,0,0,Normal transaction in health
health,2160.68,0.57,7,0,0,Normal transaction in health
education,7048.97,1.43,19,0,0,Normal transaction in education
food,10131.07,5.38,19,0,1,Unusual high spike in food
other,2502.1,1.26,3,1,0,Normal transaction in other
other,1330.93,1.79,23,0,0,Normal transaction in other
food,2630.07,0.52,8,1,0,Normal transaction in food
shopping,523.39,1.47,25,1,0,Normal transaction in shopping
entertainment,2875.29,1.35,12,0,0,Normal transaction in entertainment
rent,18482.68,0.29,26,1,0,Normal transaction in rent
shopping,1306.81,0.48,27,0,0,Normal transaction in shopping
food,1610.08,0.97,22,1,0,Normal transaction in food
entertainment,299.58,0.66,10,1,0,Normal transaction in entertainment
transport,3704.33,1.42,7,1,0,Normal transaction in transport
entertainment,1170.15,1.54,2,0,0,Normal transaction in entertainment
rent,39447.86,0.5,1,0,0,Normal transaction in rent
food,895.06,1.3,9,0,0,Normal transaction in food
rent,20741.51,0.87,17,0,0,Normal transaction in rent
other,4141.05,1.34,18,0,0,Normal transaction in other
entertainment,1189.2,0.95,25,1,0,Normal transaction in entertainment
rent,14943.74,0.28,11,1,0,Normal transaction in rent
food,509.8,1.61,14,0,0,Normal transaction in food
food,2092.03,1.5,2,1,0,Normal transaction in food
transport,2092.99,1.64,1,0,0,Normal transaction in transport
entertainment,1156.23,1.44,10,1,0,Normal transaction in entertainment
shopping,83132.15,5.29,14,1,1,Unusual high spike in shopping
education,5013.3,0.66,7,1,0,Normal transaction in education
rent,29843.2,1.1,24,0,0,Normal transaction in rent
entertainment,1840.23,1.78,12,0,0,Normal transaction in entertainment
transport,3276.04,0.42,23,0,0,Normal transaction in transport
health,45459.34,5.19,19,1,1,Unusual high spike in health
other,5421.96,1.48,27,1,0,Normal transaction in other
entertainment,1108.37,0.41,25,1,0,Normal transaction in entertainment
education,20019.5,0.99,23,0,0,Normal transaction in education
shopping,8448.89,0.85,27,1,0,Normal transaction in shopping
entertainment,1963.57,0.52,14,1,0,Normal transaction in entertainment
health,5007.27,0.32,19,0,0,Normal transaction in health
food,411.56,1.29,8,0,0,Normal transaction in food
rent,35878.87,1.47,12,1,0,Normal transaction in rent
food,15377.54,6.12,28,0,1,Unusual high spike in food
transport,3501.24,1.38,14,1,0,Normal transaction in transport
rent,44124.5,1.46,9,0,0,Normal transaction in rent
health,6379.31,1.72,26,0,0,Normal transaction in health
education,19208.99,1.28,25,0,0,Normal transaction in education
education,8532.9,0.21,22,1,0,Normal transaction in education
health,2538.26,1.14,28,1,0,Normal transaction in health
other,3147.03,0.47,27,0,0,Normal transaction in other
transport,2142.08,0.31,9,1,0,Normal transaction in transport
transport,3754.11,0.96,27,0,0,Normal transaction in transport
food,2118.8,0.68,26,0,0,Normal transaction in food
entertainment,740.57,1.07,1,1,0,Normal transaction in entertainment
education,2613.27,1.09,4,1,0,Normal transaction in education
health,1634.66,1.31,1,1,0,Normal transaction in health
shopping,11540.41,0.71,27,1,0,Normal transaction in shopping
transport,684.68,0.73,3,1,0,Normal transaction in transport
food,2944.3,1.11,18,0,0,Normal transaction in food
entertainment,481.97,1.79,12,1,0,Normal transaction in entertainment
health,1625.16,1.62,25,0,0,Normal transaction in health
entertainment,946.6,0.89,20,0,0,Normal transaction in entertainment
other,5423.41,0.73,5,1,0,Normal transaction in other
shopping,7650.0,0.53,13,0,0,Normal transaction in shopping
food,15313.1,3.13,4,1,1,Unusual high spike in food
health,2885.33,1.33,2,0,0,Normal transaction in health
rent,220743.73,3.04,1,1,1,Unusual high spike in rent
shopping,8137.7,1.49,22,1,0,Normal transaction in shopping
rent,10132.38,1.16,25,0,0,Normal transaction in rent
transport,2627.45,1.76,17,0,0,Normal transaction in transport
other,557.62,0.47,15,0,0,Normal transaction in other
other,5569.61,0.98,16,1,0,Normal transaction in other
other,3137.0,0.9,28,1,0,Normal transaction in other
other,5380.1,0.84,23,1,0,Normal transaction in other
education,21507.57,0.92,25,0,0,Normal transaction in education
entertainment,2743.26,0.43,24,1,0,Normal transaction in entertainment
food,17137.45,4.44,23,0,1,Unusual high spike in food
food,2440.0,0.87,24,1,0,Normal transaction in food
rent,42327.33,0.79,7,1,0,Normal transaction in rent
rent,14488.76,1.28,19,0,0,Normal transaction in rent
food,1520.42,1.15,23,1,0,Normal transaction in food
health,7070.39,0.73,18,1,0,Normal transaction in health
education,16042.76,0.52,9,1,0,Normal transaction in education
transport,2097.82,0.95,28,0,0,Normal transaction in transport
other,26451.68,5.1,4,0,1,Unusual high spike in other
rent,36572.84,1.49,5,1,0,Normal transaction in rent
education,2806.64,0.39,21,1,0,Normal transaction in education
rent,8477.17,1.25,9,0,0,Normal transaction in rent
food,293.62,1.73,19,1,0,Normal transaction in food
education,11305.93,1.06,1,1,0,Normal transaction in education
other,4139.35,1.44,26,0,0,Normal transaction in other
rent,14499.5,0.79,2,1,0,Normal transaction in rent
health,4823.24,1.5,27,0,0,Normal transaction in health
other,5641.1,0.67,20,0,0,Normal transaction in other
other,4248.07,0.43,12,0,0,Normal transaction in other
transport,913.53,1.2,21,0,0,Normal transaction in transport
transport,1016.09,0.46,27,0,0,Normal transaction in transport
health,3817.73,1.66,3,0,0,Normal transaction in health
education,144734.85,6.18,13,0,1,Unusual high spike in education
